0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0
0,0,2,0,2,0,0,0,2,0,0,0,4,0,0,0
0,0,0,0,2,0,0,0,4,0,0,0,4,0,2,0
0,0,0,0,0,0,0,2,2,0,0,0,8,0,2,0
0,0,0,0,2,0,0,0,2,0,0,0,8,2,0,2
0,2,0,0,0,0,0,0,4,0,0,0,8,2,0,2
2,0,0,0,0,0,0,0,4,0,0,0,8,4,0,2
0,0,0,2,2,0,0,0,4,0,0,0,8,4,0,2
2,0,2,0,2,0,0,0,4,0,0,0,8,4,2,0
0,0,2,0,4,0,0,0,4,0,0,0,8,4,4,0
2,0,0,0,4,0,0,2,4,0,0,0,8,8,0,0
0,0,0,2,2,0,0,0,8,0,0,0,8,8,0,2
2,0,0,0,2,0,0,2,8,0,0,0,16,2,0,0
2,0,0,0,4,0,0,0,8,0,0,0,16,2,0,2
2,0,0,0,4,0,0,2,8,0,0,0,16,4,0,0
2,0,0,0,4,0,0,0,8,2,0,0,16,4,0,2
2,0,0,0,4,0,0,2,8,2,0,0,16,4,2,0
2,2,0,0,4,0,0,0,8,2,0,0,16,4,2,2
4,0,0,0,4,0,0,0,8,2,0,2,16,4,4,0
0,0,0,0,8,0,0,0,8,2,0,2,16,4,4,2
0,0,0,0,8,2,0,0,8,4,0,0,16,8,2,0
0,0,0,0,0,2,2,0,16,4,0,0,16,8,2,0
2,0,0,0,4,0,0,0,16,4,0,0,16,8,2,0
0,0,2,0,2,0,0,0,4,4,0,0,32,8,2,0
2,0,0,0,2,0,0,0,8,0,2,0,32,8,2,0
0,0,0,0,4,0,0,0,8,0,0,2,32,8,4,0
0,0,0,2,0,0,0,4,0,0,8,2,0,32,8,4
2,0,0,0,4,0,2,0,8,2,0,0,32,8,4,0
2,0,0,0,4,0,2,0,8,2,2,0,32,8,4,0
0,0,0,2,0,0,4,2,2,0,8,4,0,32,8,4
2,0,0,0,4,2,2,0,2,8,4,0,32,8,4,0
2,0,0,0,4,0,0,0,2,2,2,2,32,16,8,0
2,0,2,0,4,0,0,0,4,4,0,0,32,16,8,0
0,0,0,0,2,0,0,0,8,4,2,2,32,16,8,0
0,0,0,2,2,0,0,0,8,4,4,0,32,16,8,0
0,0,0,0,2,0,0,0,8,4,4,2,32,16,8,2
0,0,2,0,2,0,0,0,8,8,2,0,32,16,8,2
0,0,0,0,2,0,0,0,8,8,4,2,32,16,8,2
0,0,0,0,2,0,0,2,16,4,2,0,32,16,8,2
0,0,0,0,2,2,0,0,16,4,2,0,32,16,8,4
0,0,0,0,4,0,2,0,16,4,2,0,32,16,8,4
0,0,0,0,4,0,0,0,16,4,4,2,32,16,8,4
0,0,0,2,4,0,0,0,16,8,2,0,32,16,8,4
2,0,0,0,4,0,0,0,16,8,2,2,32,16,8,4
2,0,0,0,4,2,0,0,16,8,4,0,32,16,8,4
0,0,2,2,0,0,4,2,0,16,8,4,32,16,8,4
0,0,0,0,0,2,2,0,0,0,4,4,32,32,16,8
0,0,0,0,4,0,0,0,8,0,2,0,64,16,8,0
0,0,0,2,4,0,0,0,8,2,0,0,64,16,8,0
0,0,0,0,4,0,0,0,8,2,0,2,64,16,8,2
0,0,0,0,4,0,0,0,8,4,0,2,64,16,8,2
0,0,0,2,4,0,0,0,8,4,0,0,64,16,8,4
2,0,0,0,4,0,0,2,8,4,0,0,64,16,8,4
2,0,0,2,4,0,0,0,8,4,0,2,64,16,8,4
4,2,0,0,4,0,0,0,8,4,2,0,64,16,8,4
0,0,2,0,8,2,0,0,8,4,2,0,64,16,8,4
2,0,0,0,8,2,2,0,8,4,2,0,64,16,8,4
0,0,0,0,2,2,0,0,16,4,4,2,64,16,8,4
0,0,0,2,4,0,0,0,16,8,2,0,64,16,8,4
0,0,0,0,4,0,2,0,16,8,2,2,64,16,8,4
0,0,0,0,4,2,0,0,16,8,4,2,64,16,8,4
0,0,0,2,0,0,4,2,16,8,4,2,64,16,8,4
0,0,0,2,0,0,0,2,16,8,8,4,64,16,8,4
2,0,0,0,2,0,2,0,16,16,4,0,64,16,8,4
0,0,0,0,4,0,2,0,16,2,4,0,64,32,8,4
0,2,0,0,4,2,0,0,16,2,4,0,64,32,8,4
0,0,2,0,4,2,0,0,16,4,4,0,64,32,8,4
2,0,0,0,4,2,2,0,16,8,0,0,64,32,8,4
2,0,2,0,4,2,0,0,16,8,2,0,64,32,8,4
4,0,0,2,4,2,0,0,16,8,2,0,64,32,8,4
0,0,2,0,8,2,0,0,16,8,2,2,64,32,8,4
2,0,0,0,8,2,0,0,16,8,4,2,64,32,8,4
